V1_clean	V3_clean	host_group	host_confidence	biosample_organism	needs_review	resolution_status	manual_add
SRR13503349	air metagenome	Metagenome	low	NA	TRUE	unresolved	Air metagenome
SRR13838921	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838922	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838923	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838924	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838925	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838926	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838927	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838928	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838929	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838930	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838931	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838932	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838933	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838934	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838935	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838936	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838937	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838938	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838939	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838940	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838941	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838942	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838943	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838944	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838945	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR13838946	soil metagenome	Metagenome	low	NA	TRUE	unresolved	Soil metagenome
SRR14611555	food metagenome	Metagenome	low	NA	TRUE	unresolved	food metagenome
SRR14611556	food metagenome	Metagenome	low	NA	TRUE	unresolved	food metagenome
SRR14684783	metagenome	Rodent	low	NA	TRUE	unresolved	Mus musuculus
SRR14825529	metagenome	Rodent	low	NA	TRUE	unresolved	Mus musuculus
SRR15442200	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442201	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442302	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442303	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442379	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442414	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442527	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442643	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442644	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442814	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442815	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442839	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442889	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442890	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442929	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442930	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15442956	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR15558219	metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys sinensis
SRR15558220	metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys sinensis
SRR15558221	metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys sinensis
SRR15558243	metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys sinensis
SRR15558255	metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys sinensis
SRR15719349	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719350	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719351	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719352	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719354	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719355	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719356	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719357	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719358	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719359	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719360	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15719361	cold seep metagenome	Metagenome	low	NA	TRUE	unresolved	cold seep metagenome
SRR15989768	marine metagenome	Metagenome	low	NA	TRUE	unresolved	marine metagenome
SRR15989772	marine metagenome	Metagenome	low	NA	TRUE	unresolved	marine metagenome
SRR17140443	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140447	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140449	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140452	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140454	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140469	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140478	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140483	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140489	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17140495	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR17300518	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300526	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300547	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300548	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300549	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300551	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300552	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300553	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300559	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300576	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300577	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300580	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300584	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300594	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300627	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300628	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300636	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300638	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300652	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300657	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17300662	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR17497053	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497055	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497056	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497057	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497058	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497059	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497066	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497067	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17497108	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Hystrix brachyura
SRR17497109	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Hystrix brachyura
SRR17497110	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Hystrix brachyura
SRR17497120	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Hystrix brachyura
SRR17509915	whole organism metagenome	Carnivore	low	NA	TRUE	unresolved	Paguma larvata
SRR17509916	whole organism metagenome	Carnivore	low	NA	TRUE	unresolved	Paguma larvata
SRR17509923	whole organism metagenome	Carnivore	low	NA	TRUE	unresolved	Paguma larvata
SRR17509961	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17509962	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Myocastor coypus
SRR17509971	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys pruinosus
SRR17509972	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Rhizomys pruinosus
SRR17509984	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Hystrix brachyura
SRR18474643	gut metagenome	Crayfish	low	NA	TRUE	unresolved	Procambarus clarkii
SRR18577026	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577035	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577042	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577045	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577049	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577058	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577065	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18577068	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR18883118	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883121	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883126	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883131	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883132	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883134	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883135	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR18883138	medical device metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR19742209	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR19742211	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR19742214	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR20718572	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR20718602	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR20718604	metagenome	Metagenome	low	NA	TRUE	unresolved	Glacier metagenome
SRR20819489	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR20819490	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR20819493	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR20819494	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR20819497	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR20819516	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR21284443	viral metagenome	Non-human Primate	low	NA	TRUE	unresolved	Varecia variegata
SRR21284445	viral metagenome	Non-human Primate	low	NA	TRUE	unresolved	Varecia variegata
SRR21290505	feces metagenome	Porcine	low	NA	TRUE	unresolved	Piglet feces metagenome
SRR2146184	synthetic metagenome	Other	low	NA	TRUE	unresolved	Synthetic
SRR2146185	synthetic metagenome	Other	low	NA	TRUE	unresolved	Synthetic
SRR21920472	metagenome	Human	low	NA	TRUE	unresolved	Human feces metagenome
SRR21920473	metagenome	Human	low	NA	TRUE	unresolved	Human feces metagenome
SRR22799502	gut metagenome	Equine	low	NA	TRUE	unresolved	Equus asinus
SRR23999404	feces metagenome	Metagenome	low	NA	TRUE	unresolved	Unknown feces metagenome
SRR24713843	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714037	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714183	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714194	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714232	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714307	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714333	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714360	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714427	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714519	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714546	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714568	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714599	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24714674	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715361	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715472	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715506	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715595	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715700	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715728	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715857	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715943	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715964	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715981	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24715989	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716035	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716056	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716073	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716098	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716128	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716173	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR24716184	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR25010649	sediment metagenome	Metagenome	low	NA	TRUE	unresolved	sediment metagenome
SRR25728098	algae metagenome	Metagenome	low	NA	TRUE	unresolved	algae metagenome
SRR26176340	whole organism metagenome	Rodent	low	NA	TRUE	unresolved	Apodemus sylvaticus
SRR26190450	whole organism metagenome	Fly	low	NA	TRUE	unresolved	Drosophilids
SRR26324875	viral metagenome	Non-human Primate	low	NA	TRUE	unresolved	Varecia rubra
SRR26458503	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR26458508	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR26458630	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR26458635	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR26638130	hospital metagenome	Metagenome	low	NA	TRUE	unresolved	hospital metagenome
SRR26638132	hospital metagenome	Metagenome	low	NA	TRUE	unresolved	hospital metagenome
SRR26638141	hospital metagenome	Metagenome	low	NA	TRUE	unresolved	hospital metagenome
SRR26901926	brine metagenome	Metagenome	low	NA	TRUE	unresolved	brine metagenome
SRR27128292	museum specimen metagenome	Metagenome	low	NA	TRUE	unresolved	museum specimen metagenome
SRR3545919	urban metagenome	Metagenome	low	NA	TRUE	unresolved	urban metagenome
SRR3546371	urban metagenome	Metagenome	low	NA	TRUE	unresolved	urban metagenome
SRR466335	organismal metagenomes	Human	low	NA	TRUE	unresolved	Human metagenome
SRR5189789	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR5366571	ciliate metagenome	Other	low	NA	TRUE	unresolved	Ciliate
SRR5420276	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420277	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420282	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420286	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420291	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420292	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5420297	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5487653	groundwater metagenome	Metagenome	low	NA	TRUE	unresolved	Metagenome
SRR5832142	viral metagenome	Ray-finned Fish	low	NA	TRUE	unresolved	Melanogrammus aeglefinus
SRR5853136	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5853139	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR5918392	viral metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5918393	viral metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5918394	viral metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967354	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967355	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967357	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967358	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967360	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967361	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967362	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967363	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR5967364	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR6518401	wastewater metagenome	Metagenome	low	NA	TRUE	unresolved	wasterwater metagenome
SRR6757613	skin metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR6757665	skin metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR6757671	skin metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR6757682	skin metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR6757686	skin metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR7122315	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR7122317	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR7122324	viral metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR7122327	viral metagenome	Porcine	low	NA	TRUE	unresolved	Sus scrofa
SRR7122329	viral metagenome	Bovine	low	NA	TRUE	unresolved	Bos taurus
SRR7122331	viral metagenome	Bovine	low	NA	TRUE	unresolved	Bos taurus
SRR7122334	viral metagenome	Bovine	low	NA	TRUE	unresolved	Bos taurus
SRR7122338	viral metagenome	Amphibian	low	NA	TRUE	unresolved	Ambystoma mexicanum
SRR7122340	viral metagenome	Rodent	low	NA	TRUE	unresolved	Mus musculus
SRR7122346	viral metagenome	Rodent	low	NA	TRUE	unresolved	Apodemus sylvaticus
SRR7122349	viral metagenome	Human	low	NA	TRUE	unresolved	Human brain
SRR7122364	viral metagenome	Ray-finned Fish	low	NA	TRUE	unresolved	Oncorhynchus mykiss
SRR7122365	viral metagenome	Rodent	low	NA	TRUE	unresolved	Mus musculus
SRR7122366	viral metagenome	Ray-finned Fish	low	NA	TRUE	unresolved	Lutjanus campechanus
SRR7122368	viral metagenome	Rodent	low	NA	TRUE	unresolved	Mus musculus
SRR7122384	viral metagenome	Rodent	low	NA	TRUE	unresolved	Mus musculus
SRR7774477	fossil metagenome	Metagenome	low	NA	TRUE	unresolved	fossil metagenome
SRR7949667	marine sediment metagenome	Metagenome	low	NA	TRUE	unresolved	marine sediment metagenome
SRR7963489	riverine metagenome	Metagenome	low	NA	TRUE	unresolved	riverine metagenome
SRR8071852	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR8071859	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR8071870	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR8071880	indoor metagenome	Metagenome	low	NA	TRUE	unresolved	indoor metagenome
SRR8188224	dust metagenome	Metagenome	low	NA	TRUE	unresolved	dust metagenome
SRR8663619	air metagenome	Metagenome	low	NA	TRUE	unresolved	air metagenome
SRR8822468	metagenome	Metagenome	low	NA	TRUE	unresolved	groundwater metagenome
SRR8996931	aquatic metagenome	Metagenome	low	NA	TRUE	unresolved	aquatic metagenome
SRR9179401	metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR9179458	metagenome	Human	low	NA	TRUE	unresolved	Human metagenome
SRR9643229	marine metagenome	Metagenome	low	NA	TRUE	unresolved	marine metagenome
