Amphibian	7	21
Avian	24	8
Bacterial	0	1
Bat	166	40
Bovine	52	29
Camelid	3	0
Canine	36	22
Caprine	2	3
Cervine	12	5
Cetacean	20	0
Equine	13	1
Feline	25	1
Fly	0	1
Giraffid	2	1
Hedgehog	2	1
Human	505	139
Hyena	1	0
Insectivore	6	0
Lapine	2	0
Manatee	5	0
Marsupial	2	0
Metagenome	0	2
Mustelid	6	2
Non-human Primate	15	4
Ovine	5	1
Pangolin	4	5
Parasite	0	1
Pinnipeds	9	0
Plant	0	2
Porcine	3	2
Ray-finned Fish	26	13
Reptile	8	7
Rhino	0	1
Rodent	25	15
Tick	0	2
Ursine	6	2
