id,label,xref
DOID:0001816,angiosarcoma,ICDO:9120/3
DOID:0001816,angiosarcoma,MESH:D006394
DOID:0001816,angiosarcoma,NCI:C3088
DOID:0001816,angiosarcoma,NCI:C9275
DOID:0001816,angiosarcoma,SNOMEDCT_US_2023_03_01:39000009
DOID:0001816,angiosarcoma,UMLS_CUI:C0018923
DOID:0001816,angiosarcoma,UMLS_CUI:C0854893
DOID:0050387,nonpapillary renal cell carcinoma,MIM:144700
DOID:0050458,juvenile myelomonocytic leukemia,GARD:9884
DOID:0050458,juvenile myelomonocytic leukemia,ICD10CM:C93.3
DOID:0050458,juvenile myelomonocytic leukemia,ICDO:9946/3
DOID:0050458,juvenile myelomonocytic leukemia,MESH:D054429
DOID:0050458,juvenile myelomonocytic leukemia,MIM:607785
DOID:0050458,juvenile myelomonocytic leukemia,NCI:C9233
DOID:0050458,juvenile myelomonocytic leukemia,SNOMEDCT_US_2023_03_01:445227008
DOID:0050458,juvenile myelomonocytic leukemia,UMLS_CUI:C0349639
DOID:0050523,adult T-cell leukemia/lymphoma,GARD:13103
DOID:0050523,adult T-cell leukemia/lymphoma,ICD10CM:C91.5
DOID:0050523,adult T-cell leukemia/lymphoma,ICDO:9827/3
DOID:0050523,adult T-cell leukemia/lymphoma,MESH:D015459
DOID:0050523,adult T-cell leukemia/lymphoma,NCI:C3184
DOID:0050523,adult T-cell leukemia/lymphoma,SNOMEDCT_US_2023_03_01:77430005
DOID:0050523,adult T-cell leukemia/lymphoma,UMLS_CUI:C0023493
DOID:0050547,familial medullary thyroid carcinoma,MESH:C536911
DOID:0050547,familial medullary thyroid carcinoma,MIM:155240
DOID:0050619,paranasal sinus cancer,MESH:D010255
DOID:0050619,paranasal sinus cancer,NCI:C6014
DOID:0050619,paranasal sinus cancer,NCI:C6017
DOID:0050619,paranasal sinus cancer,NCI:C6018
DOID:0050619,paranasal sinus cancer,NCI:C6019
DOID:0050619,paranasal sinus cancer,NCI:C8193
DOID:0050619,paranasal sinus cancer,SNOMEDCT_US_2023_03_01:1255092002
DOID:0050619,paranasal sinus cancer,UMLS_CUI:C0280334
DOID:0050619,paranasal sinus cancer,UMLS_CUI:C0854995
DOID:0050619,paranasal sinus cancer,UMLS_CUI:C1335336
DOID:0050619,paranasal sinus cancer,UMLS_CUI:C1335337
DOID:0050619,paranasal sinus cancer,UMLS_CUI:C1335340
DOID:0050625,biliary tract benign neoplasm,NCI:C4441
DOID:0050625,biliary tract benign neoplasm,SNOMEDCT_US_2023_03_01:126855001
DOID:0050625,biliary tract benign neoplasm,UMLS_CUI:C0345913
DOID:0050685,small cell carcinoma,ICDO:8041/3
DOID:0050685,small cell carcinoma,NCI:C4099
DOID:0050685,small cell carcinoma,SNOMEDCT_US_2023_03_01:5958006
DOID:0050685,small cell carcinoma,UMLS_CUI:C0334239
DOID:0050686,organ system cancer,MESH:D009371
DOID:0050744,anaplastic large cell lymphoma,ICDO:9714/3
DOID:0050744,anaplastic large cell lymphoma,NCI:C3720
DOID:0050745,diffuse large B-cell lymphoma,GARD:3178
DOID:0050745,diffuse large B-cell lymphoma,ICD11:2A81.Z
DOID:0050745,diffuse large B-cell lymphoma,ICDO:9680/3
DOID:0050745,diffuse large B-cell lymphoma,MESH:D016403
DOID:0050745,diffuse large B-cell lymphoma,NCI:C80280
DOID:0050746,mantle cell lymphoma,GARD:6969
DOID:0050746,mantle cell lymphoma,ICDO:9673/3
DOID:0050746,mantle cell lymphoma,MESH:D020522
DOID:0050748,marginal zone lymphoma,ICDO:9699/3
DOID:0050748,marginal zone lymphoma,MESH:D018442
DOID:0050749,peripheral T-cell lymphoma,GARD:7368
DOID:0050750,splenic marginal zone lymphoma,NCI:C4663
DOID:0050751,T-cell large granular lymphocyte leukemia,ICDO:9831/3
DOID:0050751,T-cell large granular lymphocyte leukemia,NCI:C4664
DOID:0050771,pheochromocytoma,GARD:7385
DOID:0050771,pheochromocytoma,ICDO:8700/0
DOID:0050771,pheochromocytoma,MESH:D010673
DOID:0050771,pheochromocytoma,MIM:171300
DOID:0050773,paraganglioma,ICDO:8680/3
DOID:0050773,paraganglioma,MESH:D010235
DOID:0050773,paraganglioma,MIM:115310
DOID:0050773,paraganglioma,MIM:168000
DOID:0050773,paraganglioma,MIM:601650
DOID:0050773,paraganglioma,MIM:605373
DOID:0050773,paraganglioma,MIM:614165
DOID:0050773,paraganglioma,MIM:PS168000
DOID:0050773,paraganglioma,NCI:C3308
DOID:0050773,paraganglioma,SNOMEDCT_US_2023_03_01:302833002
DOID:0050773,paraganglioma,UMLS_CUI:C0030421
DOID:0050861,colorectal adenocarcinoma,NCI:C5105
DOID:0050861,colorectal adenocarcinoma,SNOMEDCT_US_2023_03_01:408645001
DOID:0050861,colorectal adenocarcinoma,UMLS_CUI:C1319315
DOID:0050865,tongue squamous cell carcinoma,NCI:C4648
DOID:0050865,tongue squamous cell carcinoma,SNOMEDCT_US_2023_03_01:276952000
DOID:0050865,tongue squamous cell carcinoma,UMLS_CUI:C0349566
DOID:0050866,oral squamous cell carcinoma,GARD:7263
DOID:0050869,villous adenoma,ICDO:8261/0
DOID:0050871,fibroma,ICDO:8810/0
DOID:0050871,fibroma,MESH:D005350
DOID:0050872,large cell neuroendocrine carcinoma,ICDO:8013/3
DOID:0050873,follicular lymphoma,GARD:2356
DOID:0050873,follicular lymphoma,ICDO:9690/3
DOID:0050873,follicular lymphoma,MESH:D008224
DOID:0050873,follicular lymphoma,MIM:151430
DOID:0050891,adrenal cortical adenoma,ICDO:8370/0
DOID:0050894,ameloblastoma,GARD:5747
DOID:0050894,ameloblastoma,ICDO:9310/0
DOID:0050894,ameloblastoma,MESH:D000564
DOID:0050902,medulloblastoma,GARD:7005
DOID:0050902,medulloblastoma,ICDO:9470/3
DOID:0050902,medulloblastoma,MESH:D008527
DOID:0050902,medulloblastoma,MESH:D018242
DOID:0050902,medulloblastoma,MIM:155255
DOID:0050902,medulloblastoma,NCI:C27294
DOID:0050902,medulloblastoma,NCI:C3222
DOID:0050902,medulloblastoma,NCI:C3716
DOID:0050902,medulloblastoma,ORDO:616
DOID:0050902,medulloblastoma,SNOMEDCT_US_2023_03_01:189925001
DOID:0050902,medulloblastoma,SNOMEDCT_US_2023_03_01:443333004
DOID:0050902,medulloblastoma,UMLS_CUI:C0025149
DOID:0050902,medulloblastoma,UMLS_CUI:C0206663
DOID:0050902,medulloblastoma,UMLS_CUI:C1334410
DOID:0050905,inflammatory myofibroblastic tumor,GARD:7146
DOID:0050908,myelodysplastic syndrome,GARD:7132
DOID:0050908,myelodysplastic syndrome,ICDO:9989/3
DOID:0050908,myelodysplastic syndrome,MESH:D009190
DOID:0050908,myelodysplastic syndrome,MIM:614286
DOID:0050908,myelodysplastic syndrome,UMLS_CUI:C2713368
DOID:0050909,extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,ICDO:9699/3
DOID:0050909,extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,MIM:137245
DOID:0050909,extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,NCI:C3898
DOID:0050915,rectal adenoma,NCI:C5546
DOID:0050925,small intestine carcinoid neuroendocrine tumor,MIM:114900
DOID:0050938,breast lobular carcinoma,ICDO:8520/3
DOID:0050938,breast lobular carcinoma,NCI:C3771
DOID:0060058,lymphoma,ICD10CM:C85.9
DOID:0060058,lymphoma,ICDO:9590/3
DOID:0060058,lymphoma,MESH:D008223
DOID:0060058,lymphoma,NCI:C3208
DOID:0060058,lymphoma,NCI:C7065
DOID:0060058,lymphoma,SNOMEDCT_US_2023_03_01:118600007
DOID:0060058,lymphoma,SNOMEDCT_US_2023_03_01:414628006
DOID:0060058,lymphoma,UMLS_CUI:C0024299
DOID:0060058,lymphoma,UMLS_CUI:C0598798
DOID:0060060,non-Hodgkin lymphoma,ICD10CM:C85.9
DOID:0060060,non-Hodgkin lymphoma,ICDO:9591/3
DOID:0060060,non-Hodgkin lymphoma,MESH:D008228
DOID:0060060,non-Hodgkin lymphoma,MIM:605027
DOID:0060060,non-Hodgkin lymphoma,NCI:C3211
DOID:0060060,non-Hodgkin lymphoma,ORDO:547
DOID:0060060,non-Hodgkin lymphoma,SNOMEDCT_US_2023_03_01:118601006
DOID:0060060,non-Hodgkin lymphoma,UMLS_CUI:C0024305
DOID:0060061,primary cutaneous T-cell non-Hodgkin lymphoma,GARD:6226
DOID:0060061,primary cutaneous T-cell non-Hodgkin lymphoma,MESH:D016410
DOID:0060061,primary cutaneous T-cell non-Hodgkin lymphoma,NCI:C3467
DOID:0060083,immune system cancer,ICDO:9392/3
DOID:0060085,organ system benign neoplasm,NCI:C3677
DOID:0060098,osteoblastoma,ICDO:9200/0
DOID:0060098,osteoblastoma,MESH:D018215
DOID:0060103,central nervous system embryonal tumor,ICDO:9473/3
DOID:0060103,central nervous system embryonal tumor,NCI:C5398
DOID:0060119,pharynx cancer,MESH:D010610
DOID:0060119,pharynx cancer,NCI:C3325
DOID:0060119,pharynx cancer,SNOMEDCT_US_2023_03_01:126685009
DOID:0060119,pharynx cancer,UMLS_CUI:C0031347
DOID:0060123,connective tissue benign neoplasm,MESH:D012983
DOID:0060123,connective tissue benign neoplasm,NCI:C3377
DOID:0060123,connective tissue benign neoplasm,SNOMEDCT_US_2023_03_01:126600002
DOID:0060123,connective tissue benign neoplasm,UMLS_CUI:C0037579
DOID:0060318,acute promyelocytic leukemia,GARD:538
DOID:0060318,acute promyelocytic leukemia,ICD10CM:C92.4
DOID:0060318,acute promyelocytic leukemia,MESH:D015473
DOID:0060318,acute promyelocytic leukemia,MIM:612376
DOID:0060318,acute promyelocytic leukemia,NCI:C3182
DOID:0060318,acute promyelocytic leukemia,ORDO:520
DOID:0060318,acute promyelocytic leukemia,SNOMEDCT_US_2023_03_01:28950004
DOID:0060318,acute promyelocytic leukemia,UMLS_CUI:C0023487
DOID:0060463,NUT midline carcinoma,NCI:C45716
DOID:0060463,NUT midline carcinoma,SNOMEDCT_US_2023_03_01:733922002
DOID:0060463,NUT midline carcinoma,UMLS_CUI:C1707291
DOID:0060534,hepatoid adenocarcinoma,ICDO:8576/3
DOID:0060534,hepatoid adenocarcinoma,NCI:C66950
DOID:0060548,luminal breast carcinoma A,NCI:C53554
DOID:0060548,luminal breast carcinoma A,UMLS_CUI:C3642345
DOID:0060592,B-cell adult acute lymphocytic leukemia,NCI:C9143
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",ICD10CM:C92.2
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",ICD9CM:205.2
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",ICDO:9876/3
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",MESH:D054438
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",NCI:C3519
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",ORDO:98824
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",SNOMEDCT_US_2023_03_01:128826001
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",UMLS_CUI:C1292772
DOID:0060688,arteriovenous malformations of the brain,ICD10CM:Q28.2
DOID:0060688,arteriovenous malformations of the brain,MESH:D002538
DOID:0060688,arteriovenous malformations of the brain,MIM:108010
DOID:0060688,arteriovenous malformations of the brain,ORDO:46724
DOID:0060688,arteriovenous malformations of the brain,UMLS_CUI:C0007772
DOID:0060761,familial chronic myelocytic leukemia-like syndrome,MIM:600080
DOID:0060888,transient myeloproliferative syndrome,GARD:12765
DOID:0060888,transient myeloproliferative syndrome,ICD10CM:D47.7
DOID:0060888,transient myeloproliferative syndrome,MIM:159595
DOID:0060888,transient myeloproliferative syndrome,ORDO:420611
DOID:0060901,lymphoplasmacytic lymphoma,GARD:7872
DOID:0060901,lymphoplasmacytic lymphoma,ICD10CM:C88.0
DOID:0060901,lymphoplasmacytic lymphoma,ICD9CM:273.3
DOID:0060901,lymphoplasmacytic lymphoma,ICDO:9671/3
DOID:0060901,lymphoplasmacytic lymphoma,MESH:D008258
DOID:0060901,lymphoplasmacytic lymphoma,MIM:153600
DOID:0060901,lymphoplasmacytic lymphoma,MIM:610430
DOID:0060901,lymphoplasmacytic lymphoma,NCI:C115212
DOID:0060901,lymphoplasmacytic lymphoma,NCI:C80307
DOID:0060901,lymphoplasmacytic lymphoma,ORDO:33226
DOID:0060901,lymphoplasmacytic lymphoma,SNOMEDCT_US_2023_03_01:35562000
DOID:0060901,lymphoplasmacytic lymphoma,UMLS_CUI:C0024419
DOID:0060901,lymphoplasmacytic lymphoma,UMLS_CUI:C2936755
DOID:0070322,childhood hepatocellular carcinoma,GARD:9331
DOID:0070322,childhood hepatocellular carcinoma,NCI:C7955
DOID:0070322,childhood hepatocellular carcinoma,ORDO:33402
DOID:0070323,childhood acute myeloid leukemia,ICDO:9861/3
DOID:0070323,childhood acute myeloid leukemia,NCI:C9160
DOID:0070324,systemic Epstein-Barr virus positive T-cell lymphoma of childhood,ICDO:9724/3
DOID:0070324,systemic Epstein-Barr virus positive T-cell lymphoma of childhood,ORDO:364033
DOID:0070324,systemic Epstein-Barr virus positive T-cell lymphoma of childhood,SNOMEDCT_US_2023_03_01:721311006
DOID:0070324,systemic Epstein-Barr virus positive T-cell lymphoma of childhood,UMLS_CUI:C4303422
DOID:0070325,malignant childhood adrenal gland pheochromocytoma,GARD:9368
DOID:0070325,malignant childhood adrenal gland pheochromocytoma,NCI:C118822
DOID:0070326,spitzoid melanoma,NCI:C136825
DOID:0070327,melanoma in congenital melanocytic nevus,GARD:2469
DOID:0070327,melanoma in congenital melanocytic nevus,ICDO:8761/3
DOID:0070327,melanoma in congenital melanocytic nevus,NCI:C48613
DOID:0070327,melanoma in congenital melanocytic nevus,UMLS_CUI:C1711221
DOID:0070328,adult hepatocellular carcinoma,NCI:C7956
DOID:0070328,adult hepatocellular carcinoma,ORDO:210159
DOID:0070328,adult hepatocellular carcinoma,SNOMEDCT_US_2023_03_01:1197204009
DOID:0070328,adult hepatocellular carcinoma,UMLS_CUI:C0279607
DOID:0070475,SMARCB1-deficient renal medullary carcinoma,GARD:13175
DOID:0070475,SMARCB1-deficient renal medullary carcinoma,NCI:C7572
DOID:0070475,SMARCB1-deficient renal medullary carcinoma,ORDO:319319
DOID:0070475,SMARCB1-deficient renal medullary carcinoma,SNOMEDCT_US_2023_10_01:765095002
DOID:0070475,SMARCB1-deficient renal medullary carcinoma,UMLS_CUI:C5708330
DOID:0070623,B-lymphoblastic leukemia with MEF2D rearrangement,ICDO:9811/3
DOID:0070623,B-lymphoblastic leukemia with MEF2D rearrangement,NCI:C199233
DOID:0070623,B-lymphoblastic leukemia with MEF2D rearrangement,UMLS_CUI:C5855479
DOID:0070624,B-lymphoblastic leukemia with MYC rearrangement,ICDO:9811/3
DOID:0070624,B-lymphoblastic leukemia with MYC rearrangement,NCI:C199230
DOID:0070624,B-lymphoblastic leukemia with MYC rearrangement,UMLS_CUI:C5855476
DOID:0070625,B-lymphoblastic leukemia with NUTM1 rearrangement,ICDO:9811/3
DOID:0070625,B-lymphoblastic leukemia with NUTM1 rearrangement,NCI:C199239
DOID:0070625,B-lymphoblastic leukemia with NUTM1 rearrangement,UMLS_CUI:C5855485
DOID:0070626,B-lymphoblastic leukemia with PAX5alt,ICDO:9811/3
DOID:0070626,B-lymphoblastic leukemia with PAX5alt,NCI:C199264
DOID:0070626,B-lymphoblastic leukemia with PAX5alt,UMLS_CUI:C5855502
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,ICDO:9811/3
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,NCI:C200587
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,ORDO:641375
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,UMLS_CUI:C5816789
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,UMLS_CUI:C5856321
DOID:0070628,B-lymphoblastic leukemia with ZNF384 rearrangement,ICDO:9811/3
DOID:0070628,B-lymphoblastic leukemia with ZNF384 rearrangement,NCI:C199234
DOID:0070628,B-lymphoblastic leukemia with ZNF384 rearrangement,UMLS_CUI:C5855480
DOID:0070629,acute myeloid leukemia with CBFA2T3-GLIS2 fusion,ICDO:9861/3
DOID:0070629,acute myeloid leukemia with CBFA2T3-GLIS2 fusion,NCI:C132109
DOID:0070629,acute myeloid leukemia with CBFA2T3-GLIS2 fusion,UMLS_CUI:C4329266
DOID:0070630,acute myeloid leukemia with KAT6A-CREBBP fusion,ICDO:9861/3
DOID:0070630,acute myeloid leukemia with KAT6A-CREBBP fusion,NCI:C200421
DOID:0070630,acute myeloid leukemia with KAT6A-CREBBP fusion,ORDO:370026
DOID:0070630,acute myeloid leukemia with KAT6A-CREBBP fusion,UMLS_CUI:C4511003
DOID:0070631,acute myeloid leukemia with FUS-ERG fusion,ICDO:9861/3
DOID:0070631,acute myeloid leukemia with FUS-ERG fusion,NCI:C200419
DOID:0070631,acute myeloid leukemia with FUS-ERG fusion,UMLS_CUI:C5856227
DOID:0070632,acute myeloid leukemia with MNX1-ETV6 fusion,ICDO:9861/3
DOID:0070632,acute myeloid leukemia with MNX1-ETV6 fusion,NCI:C122690
DOID:0070632,acute myeloid leukemia with MNX1-ETV6 fusion,UMLS_CUI:C4055493
DOID:0070633,acute myeloid leukemia with NPM1-MLF1 fusion,ICDO:9861/3
DOID:0070633,acute myeloid leukemia with NPM1-MLF1 fusion,NCI:C200420
DOID:0070633,acute myeloid leukemia with NPM1-MLF1 fusion,UMLS_CUI:C5856228
DOID:0080109,infantile myofibromatosis,GARD:2998
DOID:0080109,infantile myofibromatosis,MIM:228550
DOID:0080109,infantile myofibromatosis,MIM:615293
DOID:0080109,infantile myofibromatosis,ORDO:2591
DOID:0080144,childhood acute lymphocytic leukemia,NCI:C3168
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,NCI:C5640
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,UMLS_CUI:C1332997
DOID:0080146,childhood B-cell acute lymphoblastic leukemia,NCI:C9140
DOID:0080147,lymphoblastic lymphoma,GARD:3329
DOID:0080148,T-cell childhood lymphoblastic lymphoma,NCI:C7210
DOID:0080149,adult acute monocytic leukemia,NCI:C8263
DOID:0080164,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",NCI:C84270
DOID:0080164,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",UMLS_CUI:C2827356
DOID:0080165,myeloid and lymphoid neoplasms associated with PDGFRA rearrangement,NCI:C84275
DOID:0080166,myeloid and lymphoid neoplasms associated with PDGFRB rearrangement,NCI:C84276
DOID:0080167,myeloid and lymphoid neoplasms associated with FGFR1 abnormalities,NCI:C84277
DOID:0080187,chronic neutrophilic leukemia,ICDO:9963/3
DOID:0080187,chronic neutrophilic leukemia,NCI:C3179
DOID:0080188,chronic myelomonocytic leukemia,GARD:8225
DOID:0080188,chronic myelomonocytic leukemia,ICDO:9945/3
DOID:0080188,chronic myelomonocytic leukemia,NCI:C3178
DOID:0080190,malignant epithelioid hemangioendothelioma,NCI:C3800
DOID:0080199,colorectal carcinoma,EFO:1001951
DOID:0080199,colorectal carcinoma,MESH:D015179
DOID:0080199,colorectal carcinoma,NCI:C2955
DOID:0080199,colorectal carcinoma,UMLS_CUI:C0009402
DOID:0080202,adenoid cystic carcinoma,GARD:5743
DOID:0080202,adenoid cystic carcinoma,ICDO:8200/3
DOID:0080202,adenoid cystic carcinoma,MESH:D003528
DOID:0080202,adenoid cystic carcinoma,NCI:C2970
DOID:0080210,primary mediastinal B-cell lymphoma,ICD10CM:C85.2
DOID:0080210,primary mediastinal B-cell lymphoma,ORDO:98838
DOID:0080211,nodal marginal zone lymphoma,NCI:C8863
DOID:0080347,malignant pheochromocytoma,ICDO:8700/3
DOID:0080365,endometrial hyperplasia,MESH:D004714
DOID:0080367,chronic eosinophilic leukemia,ICDO:9964/3
DOID:0080367,chronic eosinophilic leukemia,NCI:C4563
DOID:0080369,ovarian sex-cord stromal tumor,NCI:C4862
DOID:0080370,ovarian sex cord-stromal benign neoplasm,NCI:C6803
DOID:0080521,lung non-squamous non-small cell carcinoma,NCI:C135017
DOID:0080522,anaplastic thyroid carcinoma,NCI:C3878
DOID:0080524,thyroid gland adenocarcinoma,NCI:C27380
DOID:0080525,differentiated high-grade thyroid carcinoma,NCI:C7153
DOID:0080531,dedifferentiated liposarcoma,ICDO:8858/3
DOID:0080531,dedifferentiated liposarcoma,NCI:C3704
DOID:0080531,dedifferentiated liposarcoma,ORDO:99970
DOID:0080532,Smarca4-deficient sarcoma of thorax,ORDO:466962
DOID:0080534,myxofibrosarcoma,ICDO:8811/3
DOID:0080534,myxofibrosarcoma,NCI:C6496
DOID:0080534,myxofibrosarcoma,ORDO:79105
DOID:0080602,benign teratoma,ICDO:9080/1
DOID:0080602,benign teratoma,NCI:C67107
DOID:0080617,lymph node benign neoplasm,NCI:C3636
DOID:0080617,lymph node benign neoplasm,SNOMEDCT_US_2021_09_01:92197001
DOID:0080619,auditory system benign neoplasm,NCI:C8417
DOID:0080630,B-lymphoblastic leukemia/lymphoma,ICDO:9836/3
DOID:0080630,B-lymphoblastic leukemia/lymphoma,NCI:C8936
DOID:0080630,B-lymphoblastic leukemia/lymphoma,SNOMEDCT_US_2023_03_01:1162660006
DOID:0080630,B-lymphoblastic leukemia/lymphoma,UMLS_CUI:C0862030
DOID:0080638,B-cell acute lymphoblastic leukemia,NCI:C8644
DOID:0080640,gallbladder benign neoplasm,NCI:C4440
DOID:0080643,B-lymphoblastic leukemia/lymphoma with BCR-ABL1,ICDO:9812/3
DOID:0080643,B-lymphoblastic leukemia/lymphoma with BCR-ABL1,NCI:C80331
DOID:0080643,B-lymphoblastic leukemia/lymphoma with BCR-ABL1,ORDO:585909
DOID:0080643,B-lymphoblastic leukemia/lymphoma with BCR-ABL1,UMLS_CUI:C5680319
DOID:0080644,B-lymphoblastic leukemia/lymphoma MLL rearranged,ICDO:9813/3
DOID:0080644,B-lymphoblastic leukemia/lymphoma MLL rearranged,NCI:C80342
DOID:0080644,B-lymphoblastic leukemia/lymphoma MLL rearranged,ORDO:585918
DOID:0080645,B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1,ICDO:9814/3
DOID:0080645,B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1,NCI:C80343
DOID:0080645,B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1,ORDO:585929
DOID:0080646,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,ICDO:9815/3
DOID:0080646,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,NCI:C80335
DOID:0080646,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,ORDO:585936
DOID:0080646,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,UMLS_CUI:C2698311
DOID:0080647,B-lymphoblastic leukemia/lymphoma with hypodiploidy,ICDO:9816/3
DOID:0080647,B-lymphoblastic leukemia/lymphoma with hypodiploidy,NCI:C80338
DOID:0080647,B-lymphoblastic leukemia/lymphoma with hypodiploidy,ORDO:585942
DOID:0080647,B-lymphoblastic leukemia/lymphoma with hypodiploidy,UMLS_CUI:C2698312
DOID:0080648,B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion,ICDO:9817/3
DOID:0080648,B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion,NCI:C80346
DOID:0080648,B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion,ORDO:585948
DOID:0080649,B-lymphoblastic leukemia/lymphoma with TCF3-PBX1,ICDO:9818/3
DOID:0080649,B-lymphoblastic leukemia/lymphoma with TCF3-PBX1,NCI:C80347
DOID:0080649,B-lymphoblastic leukemia/lymphoma with TCF3-PBX1,ORDO:585956
DOID:0080649,B-lymphoblastic leukemia/lymphoma with TCF3-PBX1,UMLS_CUI:C5680320
DOID:0080650,"B-lymphoblastic leukemia/lymphoma, BCR-ABL1–like",ICDO:9819/3
DOID:0080651,B-lymphoblastic leukemia/lymphoma with iAMP21,NCI:C130039
DOID:0080674,luminal breast carcinoma B,NCI:C53555
DOID:0080674,luminal breast carcinoma B,UMLS_CUI:C3642346
DOID:0080684,"diffuse midline glioma, H3 K27M-mutant",ICDO:9385/3
DOID:0080684,"diffuse midline glioma, H3 K27M-mutant",NCI:C129309
DOID:0080702,medulloblastoma WNT activated,ICDO:9475/3
DOID:0080702,medulloblastoma WNT activated,NCI:C129440
DOID:0080703,medulloblastoma SHH activated,NCI:C129441
DOID:0080704,medulloblastoma SHH activated and TP53 mutant,ICDO:9476/3
DOID:0080704,medulloblastoma SHH activated and TP53 mutant,NCI:C129442
DOID:0080705,medulloblastoma SHH activated and TP53 wild-type,ICDO:9471/3
DOID:0080705,medulloblastoma SHH activated and TP53 wild-type,NCI:C129443
DOID:0080706,medulloblastoma non-WNT/non-SHH,ICDO:9477/3
DOID:0080706,medulloblastoma non-WNT/non-SHH,NCI:C129444
DOID:0080707,medulloblastoma non-WNT/non-SHH group 3,NCI:C129445
DOID:0080708,medulloblastoma non-WNT/non-SHH group 4,NCI:C129446
DOID:0080763,diffuse gastric cancer,GARD:10334
DOID:0080764,hereditary diffuse gastric cancer,GARD:10900
DOID:0080764,hereditary diffuse gastric cancer,MIM:137215
DOID:0080777,lung sarcomatoid carcinoma,NCI:C45540
DOID:0080779,plasmablastic lymphoma,ICDO:9735/3
DOID:0080779,plasmablastic lymphoma,MESH:D000069293
DOID:0080779,plasmablastic lymphoma,NCI:C7224
DOID:0080780,acute erythroid leukemia,ICDO:9840/3
DOID:0080780,acute erythroid leukemia,NCI:C8923
DOID:0080781,benign exocrine pancreas neoplasm,NCI:C4613
DOID:0080794,childhood acute megakaryoblastic leukemia,NCI:C7972
DOID:0080795,acute basophilic leukemia,ICDO:9870/3
DOID:0080795,acute basophilic leukemia,NCI:C3164
DOID:0080796,core binding factor acute myeloid leukemia,NCI:C122688
DOID:0080797,nasal type extranodal NK/T-cell lymphoma,ICDO:9719/3
DOID:0080797,nasal type extranodal NK/T-cell lymphoma,NCI:C4684
DOID:0080798,myeloid leukemia associated with Down Syndrome,ICDO:9898/3
DOID:0080798,myeloid leukemia associated with Down Syndrome,NCI:C43223
DOID:0080799,sinonasal undifferentiated carcinoma,MESH:C537344
DOID:0080799,sinonasal undifferentiated carcinoma,NCI:C54294
DOID:0080800,salivary gland mucinous adenocarcinoma,NCI:C62193
DOID:0080808,mammary analogue secretory carcinoma,MESH:D000069295
DOID:0080829,low grade glioma,NCI:C132067
DOID:0080842,intracranial meningioma,MESH:D008579
DOID:0080842,intracranial meningioma,NCI:C4656
DOID:0080842,intracranial meningioma,SNOMEDCT_US_2023_03_01:302820008
DOID:0080842,intracranial meningioma,UMLS_CUI:C0349604
DOID:0080843,supratentorial meningioma,NCI:C6971
DOID:0080843,supratentorial meningioma,UMLS_CUI:C1334698
DOID:0080854,anaplastic pleomorphic xanthoastrocytoma,NCI:C129327
DOID:0080875,IDH-mutant anaplastic astrocytoma,NCI:C185167
DOID:0080876,IDH-wildtype anaplastic astrocytoma,ICDO:9401/3
DOID:0080876,IDH-wildtype anaplastic astrocytoma,NCI:C129291
DOID:0080877,"astrocytoma, IDH-mutant, grade 4",ICDO:9445/3
DOID:0080877,"astrocytoma, IDH-mutant, grade 4",NCI:C167335
DOID:0080878,IDH-wildtype glioblastoma,ICDO:9440/3
DOID:0080878,IDH-wildtype glioblastoma,NCI:C39750
DOID:0080880,"diffuse glioma, H3 G34 mutant",ICDO:9385/3
DOID:0080880,"diffuse glioma, H3 G34 mutant",NCI:C185371
